nome;email;email_corporativo;area;cargo;funcao;localidade;tempo_de_empresa;genero;geracao;n0_empresa;n1_diretoria;n2_gerencia;n3_coordenacao;n4_area;Data da Resposta;Interesse no Cargo;Comentários - Interesse no Cargo;Contribuição;Comentários - Contribuição;Aprendizado e Desenvolvimento;Comentários - Aprendizado e Desenvolvimento;Feedback;Comentários - Feedback;Interação com Gestor;Comentários - Interação com Gestor;Clareza sobre Possibilidades de Carreira;Comentários - Clareza sobre Possibilidades de Carreira;Expectativa de Permanência;Comentários - Expectativa de Permanência;eNPS;[Aberta] eNPS
Demo 313;demo313@pinpeople.com.br;demo313@pinpeople.com.br;financeiro;estagiário;profissional;são paulo;entre 2 e 5 anos;outro;geração z;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;7;-;7;-;6;-;7;-;4;Sinto que meu gestor poderia delegar mais responsabilidades.;2;-;1;-;9;Sinto que há falta de oportunidades de crescimento na minha área.
Demo 314;demo314@pinpeople.com.br;demo314@pinpeople.com.br;recursos humanos;estagiário;profissional;recife;entre 2 e 5 anos;outro;geração z;empresa;diretoria d;gerência d1;coordenação d11;área d112;20/01/2022;7;-;6;-;7;-;7;-;1;-;5;Gostaria de participar de programas de desenvolvimento.;7;Sinto-me valorizado e isso me incentiva a ficar.;9;A empresa promove um ambiente de trabalho saudável e positivo.
Demo 315;demo315@pinpeople.com.br;demo315@pinpeople.com.br;tecnologia;analista;profissional;brasília;entre 2 e 5 anos;masculino;geração z;empresa;diretoria d;gerência d1;coordenação d11;área d111;20/01/2022;6;-;6;-;4;-;5;Sinto que minhas conquistas são reconhecidas adequadamente.;5;-;4;-;6;-;9;Gostaria de ter mais clareza nas expectativas de carreira.
Demo 316;demo316@pinpeople.com.br;demo316@pinpeople.com.br;administrativo;analista;profissional;brasília;menos de 1 ano;feminino;geração z;empresa;diretoria d;gerência d1;coordenação d11;área d112;20/01/2022;6;Gostaria de explorar oportunidades em outras áreas funcionais.;6;-;6;-;2;-;2;-;2;-;2;-;2;A cultura de feedback é forte e construtiva.
Demo 317;demo317@pinpeople.com.br;demo317@pinpeople.com.br;comercial;analista;profissional;brasília;menos de 1 ano;outro;geração z;empresa;diretoria d;gerência d1;coordenação d11;área d112;20/01/2022;5;-;7;-;7;-;7;-;6;-;4;-;4;-;10;Sinto que a comunicação interna poderia ser mais eficaz.
Demo 318;demo318@pinpeople.com.br;demo318@pinpeople.com.br;financeiro;analista;profissional;brasília;menos de 1 ano;masculino;geração z;empresa;diretoria d;gerência d1;coordenação d11;área d112;20/01/2022;6;-;7;Gostaria de ter mais recursos para aumentar minha contribuição.;5;-;5;-;6;-;6;-;6;-;10;A empresa oferece boas oportunidades de desenvolvimento profissional.
Demo 319;demo319@pinpeople.com.br;demo319@pinpeople.com.br;recursos humanos;coordenador;profissional;são paulo;menos de 1 ano;feminino;geração y;empresa;diretoria d;gerência d1;coordenação d11;área d112;20/01/2022;7;-;7;-;6;Acredito que programas de coaching seriam benéficos.;6;-;4;-;3;-;1;-;8;Gostaria de ver mais reconhecimento pelo trabalho bem feito.
Demo 320;demo320@pinpeople.com.br;demo320@pinpeople.com.br;tecnologia;coordenador;profissional;recife;menos de 1 ano;masculino;geração y;empresa;diretoria d;gerência d1;coordenação d11;área d112;20/01/2022;6;-;7;Estou sempre buscando formas de melhorar processos.;6;-;4;-;7;-;5;-;6;-;9;A liderança demonstra compromisso com o sucesso da equipe.
Demo 321;demo321@pinpeople.com.br;demo321@pinpeople.com.br;administrativo;coordenador;profissional;são paulo;entre 2 e 5 anos;feminino;geração y;empresa;diretoria d;gerência d1;coordenação d11;área d112;20/01/2022;7;-;6;-;5;-;7;-;4;-;6;-;6;-;8;Sinto que há pouca inovação nos projetos atuais.
Demo 322;demo322@pinpeople.com.br;demo322@pinpeople.com.br;comercial;gerente;gestor;são paulo;entre 1 e 2 anos;outro;geração x;empresa;diretoria d;gerência d1;coordenação d11;área d112;20/01/2022;6;-;5;-;5;-;7;-;7;-;4;-;2;-;9;A empresa valoriza a diversidade e a inclusão.
Demo 323;demo323@pinpeople.com.br;demo323@pinpeople.com.br;financeiro;gerente;gestor;são paulo;entre 2 e 5 anos;outro;geração x;empresa;diretoria d;gerência d1;coordenação d11;área d112;20/01/2022;1;-;3;-;2;-;7;-;7;A relação com meu gestor é profissional e respeitosa.;1;A empresa comunica claramente as possibilidades de avanço.;6;A cultura da empresa é um fator importante para minha permanência.;10;Gostaria de ter mais oportunidades de liderar iniciativas.
Demo 324;demo324@pinpeople.com.br;demo324@pinpeople.com.br;recursos humanos;gerente;gestor;brasília;menos de 1 ano;feminino;geração x;empresa;diretoria d;gerência d1;coordenação d11;área d112;20/01/2022;6;-;6;-;5;Sinto falta de oportunidades de desenvolvimento profissional.;6;-;4;-;2;-;4;-;4;A cultura da empresa promove o equilíbrio entre vida pessoal e profissional.
Demo 325;demo325@pinpeople.com.br;demo325@pinpeople.com.br;tecnologia;estagiário;profissional;recife;mais de 5 anos;outro;geração z;empresa;diretoria d;gerência d1;coordenação d11;área d112;20/01/2022;7;-;4;-;5;-;5;-;7;-;4;-;1;-;8;Sinto que há falta de suporte para meu desenvolvimento profissional.
Demo 326;demo326@pinpeople.com.br;demo326@pinpeople.com.br;administrativo;estagiário;profissional;são paulo;entre 1 e 2 anos;masculino;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;3;-;6;-;7;-;5;-;2;-;7;-;3;-;8;A empresa valoriza a transparência e a honestidade.
Demo 327;demo327@pinpeople.com.br;demo327@pinpeople.com.br;comercial;analista;profissional;recife;menos de 1 ano;masculino;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;1;-;6;-;7;A empresa incentiva meu crescimento profissional.;5;-;2;-;4;-;4;-;9;Gostaria de ter mais clareza sobre as oportunidades de promoção.
Demo 328;demo328@pinpeople.com.br;demo328@pinpeople.com.br;financeiro;analista;profissional;recife;entre 1 e 2 anos;masculino;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;6;-;6;-;5;-;5;-;5;-;7;-;7;-;8;A liderança incentiva a criatividade e a inovação.
Demo 329;demo329@pinpeople.com.br;demo329@pinpeople.com.br;recursos humanos;analista;profissional;recife;menos de 1 ano;feminino;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;6;-;6;-;7;-;6;-;5;Meu gestor está aberto a sugestões.;2;Sinto que meu desenvolvimento é apoiado pela liderança.;4;Estou avaliando meu futuro aqui com base nas oportunidades oferecidas.;9;Sinto que meu trabalho é reconhecido e valorizado.
Demo 330;demo330@pinpeople.com.br;demo330@pinpeople.com.br;tecnologia;analista;profissional;recife;mais de 5 anos;feminino;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;7;-;4;-;6;-;7;O feedback negativo é dado de forma construtiva.;4;-;7;-;2;-;10;A empresa oferece bons programas de saúde e bem-estar.
Demo 331;demo331@pinpeople.com.br;demo331@pinpeople.com.br;administrativo;coordenador;profissional;recife;entre 1 e 2 anos;feminino;geração y;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;1;-;7;-;7;-;2;-;4;-;7;-;2;-;9;Gostaria de ver mais iniciativas de responsabilidade social corporativa.
Demo 332;demo332@pinpeople.com.br;demo332@pinpeople.com.br;comercial;coordenador;profissional;brasília;entre 2 e 5 anos;masculino;geração y;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;4;-;1;-;7;-;1;-;6;-;7;-;1;-;9;A comunicação entre equipes é eficiente e colaborativa.
Demo 333;demo333@pinpeople.com.br;demo333@pinpeople.com.br;financeiro;coordenador;profissional;são paulo;mais de 5 anos;feminino;geração y;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;6;-;6;-;7;-;7;-;7;-;5;Sinto que meu potencial é reconhecido.;7;-;10;Sinto que a carga de trabalho está afetando minha saúde mental.
Demo 334;demo334@pinpeople.com.br;demo334@pinpeople.com.br;recursos humanos;gerente;gestor;são paulo;entre 1 e 2 anos;feminino;geração x;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;6;-;7;-;5;-;5;-;4;-;6;-;3;-;5;A empresa valoriza e respeita as contribuições individuais.
Demo 335;demo335@pinpeople.com.br;demo335@pinpeople.com.br;tecnologia;gerente;gestor;porto alegre;menos de 1 ano;masculino;baby boomer;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;6;-;4;-;5;-;7;-;4;-;5;-;5;Estou avaliando minhas opções com base nas oportunidades.;10;Gostaria de ver mais oportunidades de treinamento e desenvolvimento.
Demo 336;demo336@pinpeople.com.br;demo336@pinpeople.com.br;administrativo;diretor;gestor;recife;mais de 5 anos;outro;baby boomer;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;7;-;5;-;6;-;5;-;1;-;4;-;6;-;8;A liderança demonstra empatia e compreensão.
Demo 337;demo337@pinpeople.com.br;demo337@pinpeople.com.br;comercial;estagiário;profissional;são paulo;entre 1 e 2 anos;masculino;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d122;20/01/2022;7;-;7;-;5;-;7;-;5;-;6;-;2;-;9;Sinto que há pouca transparência nas decisões corporativas.
Demo 338;demo338@pinpeople.com.br;demo338@pinpeople.com.br;financeiro;estagiário;profissional;manaus;menos de 1 ano;feminino;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;7;-;6;-;6;-;4;-;5;-;3;-;2;-;10;A empresa oferece um ambiente de trabalho inclusivo e diversificado.
Demo 339;demo339@pinpeople.com.br;demo339@pinpeople.com.br;recursos humanos;analista;profissional;manaus;entre 1 e 2 anos;masculino;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d122;20/01/2022;6;-;6;-;7;-;7;-;7;Gostaria de mais apoio para superar desafios profissionais.;1;-;1;-;8;Gostaria de ter mais oportunidades de participar de projetos estratégicos.
Demo 340;demo340@pinpeople.com.br;demo340@pinpeople.com.br;tecnologia;analista;profissional;recife;menos de 1 ano;outro;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d121;20/01/2022;5;-;6;-;7;A empresa poderia oferecer mais cursos internos.;6;-;4;-;5;-;1;-;5;A cultura da empresa promove a inovação e a melhoria contínua.
Demo 341;demo341@pinpeople.com.br;demo341@pinpeople.com.br;administrativo;analista;profissional;manaus;entre 1 e 2 anos;feminino;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d122;20/01/2022;6;-;7;-;7;-;6;-;7;-;5;As oportunidades de carreira são bem comunicadas.;7;-;9;Sinto que meu trabalho é impactante e significativo.
Demo 342;demo342@pinpeople.com.br;demo342@pinpeople.com.br;comercial;analista;profissional;manaus;entre 1 e 2 anos;outro;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d122;20/01/2022;6;-;6;-;7;-;4;-;3;-;4;-;6;-;9;A empresa oferece benefícios competitivos e atrativos.
Demo 343;demo343@pinpeople.com.br;demo343@pinpeople.com.br;financeiro;coordenador;profissional;recife;mais de 5 anos;masculino;geração y;empresa;diretoria d;gerência d1;coordenação d12;área d122;20/01/2022;3;-;6;-;7;-;6;Gostaria de ter mais oportunidades para dar feedback também.;6;-;1;-;2;-;8;Gostaria de ver mais iniciativas para melhorar o bem-estar dos funcionários.
Demo 344;demo344@pinpeople.com.br;demo344@pinpeople.com.br;recursos humanos;coordenador;profissional;manaus;entre 1 e 2 anos;masculino;geração y;empresa;diretoria d;gerência d1;coordenação d12;área d122;20/01/2022;6;-;6;Acredito que minhas habilidades agregam valor à equipe.;5;-;5;-;7;-;4;-;1;-;10;A liderança é inspiradora e motivadora.
Demo 345;demo345@pinpeople.com.br;demo345@pinpeople.com.br;tecnologia;coordenador;profissional;brasília;entre 2 e 5 anos;masculino;geração y;empresa;diretoria d;gerência d1;coordenação d12;área d122;20/01/2022;7;-;7;-;7;-;5;-;6;-;2;-;6;-;8;Sinto que há falta de oportunidades de crescimento na minha área.
Demo 346;demo346@pinpeople.com.br;demo346@pinpeople.com.br;administrativo;gerente;gestor;manaus;entre 1 e 2 anos;outro;geração y;empresa;diretoria d;gerência d1;coordenação d12;área d122;20/01/2022;6;-;7;-;6;-;6;-;4;-;3;Gostaria de saber mais sobre as qualificações necessárias para avançar.;2;-;8;A empresa promove um ambiente de trabalho saudável e positivo.
Demo 347;demo347@pinpeople.com.br;demo347@pinpeople.com.br;comercial;gerente;gestor;são paulo;menos de 1 ano;masculino;geração y;empresa;diretoria d;gerência d1;coordenação d12;área d122;20/01/2022;7;-;4;-;7;-;6;-;5;-;4;-;6;-;9;Gostaria de ter mais clareza nas expectativas de carreira.
Demo 348;demo348@pinpeople.com.br;demo348@pinpeople.com.br;financeiro;coordenador;gestor;brasília;menos de 1 ano;feminino;geração y;empresa;diretoria d;gerência d1;coordenação d12;área d122;20/01/2022;6;-;6;-;6;-;6;-;6;-;4;-;6;-;10;A cultura de feedback é forte e construtiva.
Demo 349;demo349@pinpeople.com.br;demo349@pinpeople.com.br;recursos humanos;estagiário;profissional;brasília;mais de 5 anos;outro;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d122;20/01/2022;1;-;6;-;6;-;4;-;1;Sinto que meu gestor reconhece meu potencial.;4;-;2;-;5;Sinto que a comunicação interna poderia ser mais eficaz.
Demo 350;demo350@pinpeople.com.br;demo350@pinpeople.com.br;tecnologia;estagiário;profissional;recife;entre 1 e 2 anos;outro;geração z;empresa;diretoria d;gerência d1;coordenação d12;área d122;20/01/2022;6;-;6;-;7;-;7;-;6;-;6;-;7;-;9;A empresa oferece boas oportunidades de desenvolvimento profissional.
Demo 351;demo351@pinpeople.com.br;demo351@pinpeople.com.br;administrativo;analista;profissional;recife;entre 2 e 5 anos;outro;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;7;-;1;-;5;-;7;-;4;-;3;-;2;-;9;Gostaria de ver mais reconhecimento pelo trabalho bem feito.
Demo 352;demo352@pinpeople.com.br;demo352@pinpeople.com.br;comercial;analista;profissional;manaus;mais de 5 anos;feminino;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;6;-;6;-;6;-;2;-;7;-;2;-;1;-;8;A liderança demonstra compromisso com o sucesso da equipe.
Demo 353;demo353@pinpeople.com.br;demo353@pinpeople.com.br;financeiro;analista;profissional;são paulo;mais de 5 anos;feminino;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;7;Estou interessado em oportunidades internacionais.;4;-;5;-;7;-;6;-;3;-;6;-;8;Sinto que há pouca inovação nos projetos atuais.
Demo 354;demo354@pinpeople.com.br;demo354@pinpeople.com.br;recursos humanos;analista;profissional;brasília;entre 2 e 5 anos;masculino;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;7;-;6;-;6;-;6;-;5;-;3;Sinto que há oportunidades limitadas na minha área.;5;-;9;A empresa valoriza a diversidade e a inclusão.
Demo 355;demo355@pinpeople.com.br;demo355@pinpeople.com.br;tecnologia;coordenador;profissional;manaus;mais de 5 anos;outro;geração y;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;7;-;3;-;6;-;7;-;1;-;5;-;1;-;9;Gostaria de ter mais oportunidades de liderar iniciativas.
Demo 356;demo356@pinpeople.com.br;demo356@pinpeople.com.br;administrativo;coordenador;profissional;porto alegre;entre 1 e 2 anos;masculino;geração y;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;7;Tenho interesse em projetos internacionais.;7;-;6;Sinto que o desenvolvimento profissional é valorizado.;5;-;5;-;4;-;6;A estabilidade do emprego é importante para mim.;8;A cultura da empresa promove o equilíbrio entre vida pessoal e profissional.
Demo 357;demo357@pinpeople.com.br;demo357@pinpeople.com.br;comercial;coordenador;profissional;recife;entre 1 e 2 anos;outro;geração y;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;7;Sinto que posso contribuir mais em uma posição diferente.;6;-;7;-;7;-;6;-;2;-;3;-;9;Sinto que há falta de suporte para meu desenvolvimento profissional.
Demo 358;demo358@pinpeople.com.br;demo358@pinpeople.com.br;financeiro;gerente;gestor;manaus;mais de 5 anos;outro;geração y;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;6;-;7;-;7;-;7;-;1;-;3;-;6;-;4;A empresa valoriza a transparência e a honestidade.
Demo 359;demo359@pinpeople.com.br;demo359@pinpeople.com.br;recursos humanos;gerente;gestor;são paulo;menos de 1 ano;masculino;geração x;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;6;Estou satisfeito com meu cargo e pretendo me especializar ainda mais.;6;-;5;Gostaria de participar de programas de liderança.;5;-;6;A comunicação é transparente e eficiente.;5;A empresa oferece programas de desenvolvimento de carreira.;4;-;10;Gostaria de ter mais clareza sobre as oportunidades de promoção.
Demo 360;demo360@pinpeople.com.br;demo360@pinpeople.com.br;tecnologia;gerente;gestor;brasília;mais de 5 anos;feminino;baby boomer;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;7;-;7;-;7;-;6;-;6;-;7;-;3;-;9;A liderança incentiva a criatividade e a inovação.
Demo 361;demo361@pinpeople.com.br;demo361@pinpeople.com.br;administrativo;estagiário;profissional;porto alegre;entre 1 e 2 anos;outro;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;7;-;1;-;5;-;6;Sinto que o processo de avaliação é justo.;4;-;6;-;5;-;10;Sinto que meu trabalho é reconhecido e valorizado.
Demo 362;demo362@pinpeople.com.br;demo362@pinpeople.com.br;comercial;estagiário;profissional;brasília;menos de 1 ano;feminino;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;7;-;7;Acredito que minha experiência pode ser melhor aproveitada em outros projetos.;7;-;6;-;7;-;2;-;7;Estou motivado pelos desafios que a empresa oferece.;5;A empresa oferece bons programas de saúde e bem-estar.
Demo 363;demo363@pinpeople.com.br;demo363@pinpeople.com.br;financeiro;analista;profissional;são paulo;mais de 5 anos;masculino;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d211;20/01/2022;6;-;7;-;7;-;6;-;5;-;4;-;2;-;9;Gostaria de ver mais iniciativas de responsabilidade social corporativa.
Demo 364;demo364@pinpeople.com.br;demo364@pinpeople.com.br;recursos humanos;analista;profissional;recife;entre 2 e 5 anos;masculino;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d212;20/01/2022;1;-;7;-;4;-;6;-;6;-;6;-;2;-;10;A comunicação entre equipes é eficiente e colaborativa.
Demo 365;demo365@pinpeople.com.br;demo365@pinpeople.com.br;tecnologia;analista;profissional;brasília;menos de 1 ano;outro;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d212;20/01/2022;7;-;6;-;4;-;5;-;4;Sinto que a comunicação pode ser melhorada.;2;-;3;-;8;Sinto que a carga de trabalho está afetando minha saúde mental.
Demo 366;demo366@pinpeople.com.br;demo366@pinpeople.com.br;administrativo;analista;profissional;manaus;menos de 1 ano;feminino;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d212;20/01/2022;7;-;7;-;5;-;5;-;3;-;4;-;1;-;9;A empresa valoriza e respeita as contribuições individuais.
Demo 367;demo367@pinpeople.com.br;demo367@pinpeople.com.br;comercial;coordenador;profissional;manaus;mais de 5 anos;outro;geração y;empresa;diretoria d;gerência d2;coordenação d21;área d212;20/01/2022;6;Busco desafios que me permitam crescer profissionalmente.;5;-;6;-;7;-;2;-;3;-;5;-;5;Gostaria de ver mais oportunidades de treinamento e desenvolvimento.
Demo 368;demo368@pinpeople.com.br;demo368@pinpeople.com.br;financeiro;coordenador;profissional;manaus;entre 2 e 5 anos;outro;geração y;empresa;diretoria d;gerência d2;coordenação d21;área d212;20/01/2022;6;-;7;-;6;-;6;Sinto que o feedback é fundamental para minha melhoria contínua.;1;-;6;-;1;-;9;A liderança demonstra empatia e compreensão.
Demo 369;demo369@pinpeople.com.br;demo369@pinpeople.com.br;recursos humanos;coordenador;profissional;porto alegre;mais de 5 anos;masculino;geração y;empresa;diretoria d;gerência d2;coordenação d21;área d212;20/01/2022;3;-;7;-;6;-;7;-;7;-;6;-;2;-;10;Sinto que há pouca transparência nas decisões corporativas.
Demo 370;demo370@pinpeople.com.br;demo370@pinpeople.com.br;tecnologia;gerente;gestor;porto alegre;entre 2 e 5 anos;masculino;geração x;empresa;diretoria d;gerência d2;coordenação d21;área d212;20/01/2022;6;-;6;-;6;-;5;-;4;-;6;-;1;-;10;A empresa oferece um ambiente de trabalho inclusivo e diversificado.
Demo 371;demo371@pinpeople.com.br;demo371@pinpeople.com.br;administrativo;gerente;gestor;manaus;menos de 1 ano;feminino;geração x;empresa;diretoria d;gerência d2;coordenação d21;área d212;20/01/2022;7;-;1;-;6;-;5;-;7;-;6;-;6;-;4;Gostaria de ter mais oportunidades de participar de projetos estratégicos.
Demo 372;demo372@pinpeople.com.br;demo372@pinpeople.com.br;comercial;diretor;gestor;são paulo;menos de 1 ano;outro;baby boomer;empresa;diretoria d;gerência d2;coordenação d21;área d212;20/01/2022;4;-;6;-;4;-;5;-;7;-;6;Gostaria de participar de processos seletivos internos.;2;-;9;A cultura da empresa promove a inovação e a melhoria contínua.
Demo 373;demo373@pinpeople.com.br;demo373@pinpeople.com.br;financeiro;estagiário;profissional;brasília;entre 2 e 5 anos;outro;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;7;-;4;Estou comprometido com os objetivos da empresa.;7;Gostaria de oportunidades para participar de conferências e eventos.;6;-;5;Gostaria que meu gestor promovesse mais o desenvolvimento da equipe.;2;-;1;-;10;Sinto que meu trabalho é impactante e significativo.
Demo 374;demo374@pinpeople.com.br;demo374@pinpeople.com.br;recursos humanos;estagiário;profissional;brasília;menos de 1 ano;feminino;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d212;20/01/2022;4;-;2;-;6;-;6;-;6;-;7;-;7;-;6;A empresa oferece benefícios competitivos e atrativos.
Demo 375;demo375@pinpeople.com.br;demo375@pinpeople.com.br;tecnologia;analista;profissional;manaus;entre 1 e 2 anos;feminino;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d212;20/01/2022;6;-;4;-;4;-;6;-;6;-;5;-;1;-;9;Gostaria de ver mais iniciativas para melhorar o bem-estar dos funcionários.
Demo 376;demo376@pinpeople.com.br;demo376@pinpeople.com.br;administrativo;analista;profissional;são paulo;menos de 1 ano;outro;geração z;empresa;diretoria d;gerência d2;coordenação d21;área d212;20/01/2022;6;-;6;-;6;-;5;-;1;-;3;-;7;-;9;A liderança é inspiradora e motivadora.
Demo 377;demo377@pinpeople.com.br;demo377@pinpeople.com.br;comercial;analista;profissional;são paulo;mais de 5 anos;outro;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;6;-;4;-;3;-;5;-;1;-;2;-;5;-;10;Sinto que há falta de oportunidades de crescimento na minha área.
Demo 378;demo378@pinpeople.com.br;demo378@pinpeople.com.br;financeiro;analista;profissional;brasília;mais de 5 anos;outro;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;6;-;7;-;5;-;7;O feedback me motiva a melhorar continuamente.;7;-;2;-;3;Minha decisão de ficar depende de melhorias no ambiente de trabalho.;9;A empresa promove um ambiente de trabalho saudável e positivo.
Demo 379;demo379@pinpeople.com.br;demo379@pinpeople.com.br;recursos humanos;coordenador;profissional;são paulo;entre 1 e 2 anos;feminino;geração y;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;5;-;5;-;7;-;5;-;7;-;7;-;5;-;3;Gostaria de ter mais clareza nas expectativas de carreira.
Demo 380;demo380@pinpeople.com.br;demo380@pinpeople.com.br;tecnologia;coordenador;profissional;são paulo;entre 1 e 2 anos;masculino;geração y;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;7;-;7;-;6;-;7;-;6;-;2;Sinto que minha carreira tem potencial para crescer aqui.;1;-;9;A cultura de feedback é forte e construtiva.
Demo 381;demo381@pinpeople.com.br;demo381@pinpeople.com.br;administrativo;coordenador;profissional;brasília;mais de 5 anos;masculino;geração y;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;6;-;6;Gostaria de ser mais envolvido nas decisões estratégicas.;6;-;5;-;7;-;3;-;3;-;7;Sinto que a comunicação interna poderia ser mais eficaz.
Demo 382;demo382@pinpeople.com.br;demo382@pinpeople.com.br;comercial;gerente;gestor;são paulo;entre 2 e 5 anos;outro;baby boomer;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;6;-;4;-;5;-;3;-;7;-;2;-;1;-;7;A empresa oferece boas oportunidades de desenvolvimento profissional.
Demo 383;demo383@pinpeople.com.br;demo383@pinpeople.com.br;financeiro;gerente;gestor;são paulo;entre 2 e 5 anos;masculino;geração y;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;6;Gostaria de me envolver em projetos estratégicos.;6;-;7;-;5;-;6;-;7;-;3;-;5;Gostaria de ver mais reconhecimento pelo trabalho bem feito.
Demo 384;demo384@pinpeople.com.br;demo384@pinpeople.com.br;recursos humanos;gerente;gestor;brasília;menos de 1 ano;outro;geração y;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;6;Gostaria de explorar oportunidades em outras áreas para ampliar minhas habilidades.;6;-;7;-;6;-;7;-;3;-;2;-;8;A liderança demonstra compromisso com o sucesso da equipe.
Demo 385;demo385@pinpeople.com.br;demo385@pinpeople.com.br;tecnologia;estagiário;profissional;são paulo;mais de 5 anos;feminino;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;7;-;5;-;7;-;3;Gostaria que o processo de avaliação fosse mais transparente.;4;Meu gestor apoia meu desenvolvimento.;4;-;1;-;5;Sinto que há pouca inovação nos projetos atuais.
Demo 386;demo386@pinpeople.com.br;demo386@pinpeople.com.br;administrativo;estagiário;profissional;recife;entre 1 e 2 anos;feminino;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;2;-;6;-;7;-;5;-;6;-;5;-;2;Pretendo continuar contribuindo para o sucesso da empresa.;10;A empresa valoriza a diversidade e a inclusão.
Demo 387;demo387@pinpeople.com.br;demo387@pinpeople.com.br;comercial;analista;profissional;são paulo;menos de 1 ano;outro;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;6;-;3;-;6;-;7;-;5;-;5;-;4;-;5;Gostaria de ter mais oportunidades de liderar iniciativas.
Demo 388;demo388@pinpeople.com.br;demo388@pinpeople.com.br;financeiro;analista;profissional;manaus;entre 2 e 5 anos;masculino;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d221;20/01/2022;6;-;5;-;6;Sinto que há espaço para melhorias nos recursos educacionais.;7;-;6;-;2;-;6;-;8;A cultura da empresa promove o equilíbrio entre vida pessoal e profissional.
Demo 389;demo389@pinpeople.com.br;demo389@pinpeople.com.br;recursos humanos;analista;profissional;brasília;entre 1 e 2 anos;feminino;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d222;20/01/2022;6;-;6;-;6;-;7;-;5;-;7;-;2;-;9;Sinto que há falta de suporte para meu desenvolvimento profissional.
Demo 390;demo390@pinpeople.com.br;demo390@pinpeople.com.br;tecnologia;analista;profissional;manaus;entre 2 e 5 anos;masculino;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d222;20/01/2022;7;-;7;-;2;-;5;-;4;-;7;-;7;Estou comprometido em construir minha carreira aqui.;9;A empresa valoriza a transparência e a honestidade.
